,code,exchange,month,num,price,year
2534,HYDR,MOEX,3,439288905849,0.6998,2022
2535,HYDR,MOEX,6,439288905849,0.7887,2022
2536,HYDR,MOEX,9,439288905849,0.6796,2022
2537,HYDR,MOEX,12,439288905849,0.7585,2022
2538,HYDR,MOEX,3,439288905849,0.8192,2023
2539,HYDR,MOEX,6,444793377038,0.8645,2023
2540,HYDR,MOEX,9,444793377038,0.8791,2023
2541,HYDR,MOEX,12,444793377038,0.7115,2023
2542,HYDR,MOEX,3,444793377038,0.7156,2024
2543,FLOT,MOEX,6,2374993901,100.0,2018
2544,FLOT,MOEX,9,2374993901,100.0,2018
2545,FLOT,MOEX,12,2374993901,100.0,2018
2546,FLOT,MOEX,3,2374993901,100.0,2019
2547,FLOT,MOEX,6,2374993901,100.0,2019
2548,FLOT,MOEX,9,2374993901,100.0,2019
2549,FLOT,MOEX,12,2374993901,100.0,2019
2550,FLOT,MOEX,3,2374993901,100.0,2020
2551,FLOT,MOEX,6,2374993901,100.0,2020
2552,FLOT,MOEX,9,2374993901,100.0,2020
2553,FLOT,MOEX,12,2374993901,98.0,2020
2554,FLOT,MOEX,3,2374993901,90.31,2021
2555,FLOT,MOEX,6,2374993901,92.5,2021
2556,FLOT,MOEX,9,2374993901,84.3,2021
2557,FLOT,MOEX,12,2374993901,74.67,2021
2558,FLOT,MOEX,3,2374993901,50.68,2022
2559,FLOT,MOEX,6,2374993901,39.44,2022
2560,FLOT,MOEX,9,2374993901,30.07,2022
2561,FLOT,MOEX,12,2374993901,37.67,2022
2562,FLOT,MOEX,3,2374993901,58.31,2023
2563,FLOT,MOEX,6,2374993901,89.78,2023
2564,FLOT,MOEX,9,2374993901,120.61,2023
2565,FLOT,MOEX,12,2374993901,145.12,2023
2566,FLOT,MOEX,3,2374993901,127.95,2024
2567,ENPG,MOEX,3,571428572,805.0,2015
2568,ENPG,MOEX,6,571428572,805.0,2015
2569,ENPG,MOEX,9,571428572,805.0,2015
2570,ENPG,MOEX,3,571428572,805.0,2016
2571,ENPG,MOEX,6,571428572,805.0,2016
2572,ENPG,MOEX,3,638848896,550.3,2019
2573,ENPG,MOEX,6,638848896,550.3,2019
2574,ENPG,MOEX,9,638848896,550.3,2019
2575,ENPG,MOEX,12,638848896,550.3,2019
2576,ENPG,MOEX,3,638848896,550.3,2020
2577,ENPG,MOEX,6,638848896,586.0,2020
2578,ENPG,MOEX,9,638848896,724.5,2020
2579,ENPG,MOEX,12,638848896,774.0,2020
2580,ENPG,MOEX,3,638848896,822.0,2021
2581,ENPG,MOEX,6,638848896,782.5,2021
2582,ENPG,MOEX,9,638848896,830.0,2021
2583,ENPG,MOEX,12,638848896,884.5,2021
2584,ENPG,MOEX,3,638848896,757.0,2022
2585,ENPG,MOEX,6,638848896,494.5,2022
2586,ENPG,MOEX,9,638848896,332.0,2022
2587,ENPG,MOEX,12,638848896,374.5,2022
2588,ENPG,MOEX,3,638848896,431.0,2023
2589,ENPG,MOEX,6,638848896,464.6,2023
2590,ENPG,MOEX,9,638848896,524.4,2023
2591,ENPG,MOEX,12,638848896,441.6,2023
2592,ENPG,MOEX,3,638848896,428.0,2024
2593,FEES,MOEX,12,1255948128393,0.2796,2011
2594,FEES,MOEX,3,1255948128393,0.3143,2012
2595,FEES,MOEX,6,1255948128393,0.1967,2012
2596,FEES,MOEX,9,1260386658740,0.2323,2012
2597,FEES,MOEX,12,1260386658740,0.2015,2012
2598,FEES,MOEX,3,1260386658740,0.1605,2013
2599,FEES,MOEX,6,1260386658740,0.1023,2013
2600,FEES,MOEX,9,1267141015996,0.1003,2013
2601,FEES,MOEX,12,1276572415769,0.0904,2013
2602,FEES,MOEX,3,1276572415769,0.0744,2014
2603,FEES,MOEX,6,1274665323063,0.059,2014
2604,FEES,MOEX,9,1274665323063,0.057,2014
2605,FEES,MOEX,12,1274665323063,0.044,2014
2606,FEES,MOEX,3,1274665323063,0.0646,2015
2607,FEES,MOEX,6,1274665323063,0.0624,2015
2608,FEES,MOEX,9,1274665323063,0.0595,2015
2609,FEES,MOEX,12,1274665323063,0.0587,2015
2610,FEES,MOEX,3,1274665323063,0.0831,2016
2611,FEES,MOEX,6,1274665323063,0.1561,2016
2612,FEES,MOEX,9,1274665323063,0.1766,2016
2613,FEES,MOEX,12,1274665323063,0.2021,2016
2614,FEES,MOEX,3,1274665323063,0.1819,2017
2615,FEES,MOEX,6,1274665323063,0.1713,2017
2616,FEES,MOEX,9,1274665323063,0.1725,2017
2617,FEES,MOEX,12,1274665323063,0.1624,2017
2618,FEES,MOEX,3,1274665323063,0.1795,2018
2619,FEES,MOEX,6,1274665323063,0.1865,2018
2620,FEES,MOEX,9,1274665323063,0.1657,2018
2621,FEES,MOEX,12,1274665323063,0.1482,2018
2622,FEES,MOEX,3,1274665323063,0.1647,2019
2623,FEES,MOEX,6,1274665323063,0.2031,2019
2624,FEES,MOEX,9,1274665323063,0.1833,2019
2625,FEES,MOEX,12,1274665323063,0.2013,2019
2626,FEES,MOEX,3,1274665323063,0.16,2020
2627,FEES,MOEX,6,1274665323063,0.1868,2020
2628,FEES,MOEX,9,1274665323063,0.1982,2020
2629,FEES,MOEX,12,1274665323063,0.2222,2020
2630,FEES,MOEX,3,1274665323063,0.2163,2021
2631,FEES,MOEX,6,1274665323063,0.2197,2021
2632,FEES,MOEX,9,1274665323063,0.1858,2021
2633,FEES,MOEX,12,1274665323063,0.1615,2021
2634,FEES,MOEX,3,1274665323063,0.1125,2022
2635,FEES,MOEX,6,1274665323063,0.091,2022
2636,FEES,MOEX,9,1274665323063,0.0766,2022
2637,FEES,MOEX,12,1274665323063,0.087,2022
2638,FEES,MOEX,3,376150138681,0.0989,2023
2639,FEES,MOEX,5,2113460101477,0.11,2023
2640,FEES,MOEX,6,2113460101477,0.0992,2023
2641,FEES,MOEX,9,2113460101477,0.1262,2023
2642,FEES,MOEX,12,2113460101477,0.109,2023
2643,FEES,MOEX,3,2113460101477,0.1171,2024
2644,RASP,MOEX,12,780799808,99.02,2011
2645,RASP,MOEX,3,780799808,110.07,2012
2646,RASP,MOEX,6,780799808,73.46,2012
2647,RASP,MOEX,9,780799808,83.33,2012
2648,RASP,MOEX,12,703191442,58.09,2012
2649,RASP,MOEX,3,703191442,58.55,2013
2650,RASP,MOEX,6,703191442,30.56,2013
2651,RASP,MOEX,9,703191442,31.27,2013
2652,RASP,MOEX,12,703191442,30.53,2013
2653,RASP,MOEX,3,703191442,19.82,2014
2654,RASP,MOEX,6,703191442,19.7,2014
2655,RASP,MOEX,9,703191442,17.63,2014
2656,RASP,MOEX,12,703191442,23.31,2014
2657,RASP,MOEX,3,703191442,41.76,2015
2658,RASP,MOEX,6,703191442,35.62,2015
2659,RASP,MOEX,9,703191442,37.2,2015
2660,RASP,MOEX,12,703191442,30.1,2015
2661,RASP,MOEX,3,703191442,24.73,2016
2662,RASP,MOEX,6,703191442,27.91,2016
2663,RASP,MOEX,9,703191442,54.6,2016
2664,RASP,MOEX,12,703191442,79.64,2016
2665,RASP,MOEX,3,703191442,70.24,2017
2666,RASP,MOEX,6,703191442,60.59,2017
2667,RASP,MOEX,9,703191442,82.17,2017
2668,RASP,MOEX,12,703191442,88.41,2017
2669,RASP,MOEX,3,703191442,95.69,2018
2670,RASP,MOEX,6,703191442,102.44,2018
2671,RASP,MOEX,9,703191442,116.62,2018
2672,RASP,MOEX,12,703191442,127.57,2018
2673,RASP,MOEX,3,703191442,131.7,2019
2674,RASP,MOEX,6,703191442,139.94,2019
2675,RASP,MOEX,9,703191442,121.54,2019
2676,RASP,MOEX,12,703191442,107.14,2019
2677,RASP,MOEX,3,703271727,97.26,2020
2678,RASP,MOEX,6,703271727,109.18,2020
2679,RASP,MOEX,9,703271727,121.12,2020
2680,RASP,MOEX,12,682858899,156.44,2020
2681,RASP,MOEX,3,682858899,189.28,2021
2682,RASP,MOEX,6,682858899,216.96,2021
2683,RASP,MOEX,9,682858899,396.82,2021
2684,RASP,MOEX,12,682858899,461.72,2021
2685,RASP,MOEX,3,682858899,425.8,2022
2686,RASP,MOEX,6,665733918,296.15,2022
2687,RASP,MOEX,9,665733918,195.05,2022
2688,RASP,MOEX,12,665733918,225.45,2022
2689,RASP,MOEX,3,665733918,272.95,2023
2690,RASP,MOEX,6,665733918,293.0,2023
2691,RASP,MOEX,9,665733918,353.55,2023
2692,RASP,MOEX,12,665733918,430.55,2023
2693,RASP,MOEX,3,665733918,395.45,2024
2694,FIXP,MOEX,12,850000000,716.9,2019
2695,FIXP,MOEX,6,850000000,716.9,2020
2696,FIXP,MOEX,9,850000000,716.9,2020
2697,FIXP,MOEX,12,850000000,716.9,2020
2698,FIXP,MOEX,3,850000000,737.0,2021
2699,FIXP,MOEX,6,850000000,637.0,2021
2700,FIXP,MOEX,9,850000000,647.4,2021
2701,FIXP,MOEX,12,850000000,547.5,2021
2702,FIXP,MOEX,3,850000000,400.0,2022
2703,FIXP,MOEX,6,850000000,298.0,2022
2704,FIXP,MOEX,9,850000000,283.5,2022
2705,FIXP,MOEX,12,850000000,336.9,2022
2706,FIXP,MOEX,3,850000000,348.6,2023
2707,FIXP,MOEX,6,850000000,376.0,2023
2708,FIXP,MOEX,9,850000000,362.1,2023
2709,FIXP,MOEX,12,850000000,280.9,2023
2710,FIXP,MOEX,3,850000000,295.8,2024
2711,HHRU,MOEX,3,50000000,1024.48,2018
2712,HHRU,MOEX,9,50000000,1024.48,2018
2713,HHRU,MOEX,12,50000000,1024.48,2018
2714,HHRU,MOEX,3,50000000,1024.48,2019
2715,HHRU,MOEX,6,50000000,1024.48,2019
2716,HHRU,MOEX,9,50000000,1242.58,2019
2717,HHRU,MOEX,12,50000000,1327.88,2019
2718,HHRU,MOEX,3,50317860,1875.0,2020
2719,HHRU,MOEX,6,50317860,1875.0,2020
2720,HHRU,MOEX,9,51430000,1898.0,2020
2721,HHRU,MOEX,12,51430000,2265.0,2020
2722,HHRU,MOEX,3,50317860,2577.0,2021
2723,HHRU,MOEX,6,50635720,3103.0,2021
2724,HHRU,MOEX,9,50635720,3558.0,2021
2725,HHRU,MOEX,12,50635720,3889.0,2021
2726,HHRU,MOEX,3,50635720,2280.0,2022
2727,HHRU,MOEX,6,50635720,917.0,2022
2728,HHRU,MOEX,9,50635720,1050.0,2022
2729,HHRU,MOEX,12,50635720,1202.0,2022
2730,HHRU,MOEX,3,50635720,1366.0,2023
2731,HHRU,MOEX,6,50635720,2144.0,2023
2732,HHRU,MOEX,9,50635720,3385.0,2023
2733,HHRU,MOEX,12,50635720,2950.0,2023
2734,HHRU,MOEX,3,50635720,4226.0,2024
2735,CBOM,MOEX,9,19379709866,3.6635,2015
2736,CBOM,MOEX,12,23879709866,3.79,2015
2737,CBOM,MOEX,3,23879709866,3.87,2016
2738,CBOM,MOEX,6,23879709866,3.995,2016
2739,CBOM,MOEX,9,23879709866,4.25,2016
2740,CBOM,MOEX,12,23879709866,4.293,2016
2741,CBOM,MOEX,3,23879709866,4.368,2017
2742,CBOM,MOEX,6,23879709866,4.506,2017
2743,CBOM,MOEX,9,23879709866,4.593,2017
2744,CBOM,MOEX,12,27079709866,4.716,2017
2745,CBOM,MOEX,3,27079709866,4.847,2018
2746,CBOM,MOEX,6,27079709866,4.922,2018
2747,CBOM,MOEX,9,27079709866,5.031,2018
2748,CBOM,MOEX,12,27079709866,5.171,2018
2749,CBOM,MOEX,3,27079709866,5.969,2019
2750,CBOM,MOEX,6,27079709866,5.956,2019
2751,CBOM,MOEX,9,27079709866,5.772,2019
2752,CBOM,MOEX,12,29829709866,5.881,2019
2753,CBOM,MOEX,3,29829709866,5.419,2020
2754,CBOM,MOEX,6,29829709866,5.605,2020
2755,CBOM,MOEX,9,29829709866,5.822,2020
2756,CBOM,MOEX,12,29829709866,6.146,2020
2757,CBOM,MOEX,3,29829709866,7.144,2021
2758,CBOM,MOEX,6,33429709866,6.464,2021
2759,CBOM,MOEX,9,33429709866,7.165,2021
2760,CBOM,MOEX,12,33429709866,6.852,2021
2761,CBOM,MOEX,3,33429709866,5.741,2022
2762,CBOM,MOEX,6,33429709866,4.969,2022
2763,CBOM,MOEX,9,33429709866,5.815,2022
2764,CBOM,MOEX,12,33429709866,6.67,2022
2765,CBOM,MOEX,3,33429709866,7.287,2023
2766,CBOM,MOEX,6,33429709866,6.739,2023
2767,CBOM,MOEX,9,33429709866,7.103,2023
2768,CBOM,MOEX,12,33429709866,8.012,2023
2769,CBOM,MOEX,3,33429709866,7.705,2024
2770,FESH,MOEX,6,2557540000,11.1,2010
2771,FESH,MOEX,12,2557540000,16.65,2010
2772,FESH,MOEX,12,2951250000,8.344,2011
2773,FESH,MOEX,3,2951250000,11.714,2012
2774,FESH,MOEX,6,2951250000,11.334,2012
2775,FESH,MOEX,9,2951250000,9.772,2012
2776,FESH,MOEX,12,2951250000,9.35,2012
2777,FESH,MOEX,3,2951250000,8.668,2013
2778,FESH,MOEX,6,2951250000,5.337,2013
2779,FESH,MOEX,9,2951250000,5.838,2013
2780,FESH,MOEX,12,2951250000,3.926,2013
2781,FESH,MOEX,3,2951250000,3.45,2014
2782,FESH,MOEX,6,2951250000,3.415,2014
2783,FESH,MOEX,9,2951250000,2.932,2014
2784,FESH,MOEX,12,2951250000,2.74,2014
2785,FESH,MOEX,3,2951250000,2.95,2015
2786,FESH,MOEX,6,2951250000,3.05,2015
2787,FESH,MOEX,9,2951250000,2.67,2015
2788,FESH,MOEX,12,2951250000,2.71,2015
2789,FESH,MOEX,3,2951250000,2.705,2016
2790,FESH,MOEX,6,2951250000,1.86,2016
2791,FESH,MOEX,9,2951250000,1.86,2016
2792,FESH,MOEX,12,2951250000,3.111,2016
2793,FESH,MOEX,3,2951250000,3.184,2017
2794,FESH,MOEX,6,2951250000,3.83,2017
2795,FESH,MOEX,9,2951250000,6.86,2017
2796,FESH,MOEX,12,2951250000,6.15,2017
2797,FESH,MOEX,3,2951250000,6.69,2018
2798,FESH,MOEX,6,2951250000,5.26,2018
2799,FESH,MOEX,9,2951250000,5.41,2018
2800,FESH,MOEX,12,2951250000,4.63,2018
2801,FESH,MOEX,3,2951250000,6.42,2019
2802,FESH,MOEX,6,2951250000,6.15,2019
2803,FESH,MOEX,9,2951250000,5.64,2019
2804,FESH,MOEX,12,2951250000,8.9,2019
2805,FESH,MOEX,3,2951250000,5.77,2020
2806,FESH,MOEX,6,2951250000,7.29,2020
2807,FESH,MOEX,9,2951250000,9.41,2020
2808,FESH,MOEX,12,2951250000,11.51,2020
2809,FESH,MOEX,3,2951250000,12.72,2021
2810,FESH,MOEX,6,2951250000,16.82,2021
2811,FESH,MOEX,9,2951250000,29.05,2021
2812,FESH,MOEX,12,2951250000,27.4,2021
2813,FESH,MOEX,3,2951250000,26.94,2022
2814,FESH,MOEX,6,2951250000,30.07,2022
2815,FESH,MOEX,9,2951250000,30.92,2022
2816,FESH,MOEX,12,2951250000,33.59,2022
2817,FESH,MOEX,3,2951250000,37.03,2023
2818,FESH,MOEX,6,2951250000,66.93,2023
2819,FESH,MOEX,9,2951250000,103.64,2023
2820,FESH,MOEX,12,2951250000,78.99,2023
2821,FESH,MOEX,3,2951250000,94.02,2024
2822,AFKS,MOEX,12,9650000000,23.307,2011
2823,AFKS,MOEX,3,9650000000,26.002,2012
2824,AFKS,MOEX,6,9650000000,24.514,2012
2825,AFKS,MOEX,9,9650000000,24.768,2012
2826,AFKS,MOEX,12,9650000000,25.461,2012
2827,AFKS,MOEX,3,9650000000,25.438,2013
2828,AFKS,MOEX,6,9650000000,28.716,2013
2829,AFKS,MOEX,9,9650000000,34.287,2013
2830,AFKS,MOEX,12,9650000000,45.545,2013
2831,AFKS,MOEX,3,9650000000,35.437,2014
2832,AFKS,MOEX,6,9650000000,45.776,2014
2833,AFKS,MOEX,9,9650000000,12.934,2014
2834,AFKS,MOEX,12,9650000000,11.17,2014
2835,AFKS,MOEX,3,9650000000,17.58,2015
2836,AFKS,MOEX,6,9650000000,19.82,2015
2837,AFKS,MOEX,9,9650000000,18.23,2015
2838,AFKS,MOEX,12,9650000000,17.635,2015
2839,AFKS,MOEX,3,9650000000,17.6,2016
2840,AFKS,MOEX,6,9650000000,20.645,2016
2841,AFKS,MOEX,9,9650000000,20.25,2016
2842,AFKS,MOEX,12,9650000000,23.125,2016
2843,AFKS,MOEX,3,9650000000,22.705,2017
2844,AFKS,MOEX,6,9650000000,12.135,2017
2845,AFKS,MOEX,9,9650000000,13.355,2017
2846,AFKS,MOEX,12,9650000000,12.17,2017
2847,AFKS,MOEX,3,9650000000,11.79,2018
2848,AFKS,MOEX,6,9650000000,8.81,2018
2849,AFKS,MOEX,9,9650000000,8.685,2018
2850,AFKS,MOEX,12,9650000000,7.99,2018
2851,AFKS,MOEX,3,9650000000,9.561,2019
2852,AFKS,MOEX,6,9650000000,9.893,2019
2853,AFKS,MOEX,9,9650000000,12.78,2019
2854,AFKS,MOEX,12,9650000000,15.246,2019
2855,AFKS,MOEX,3,9650000000,12.889,2020
2856,AFKS,MOEX,6,9650000000,17.309,2020
2857,AFKS,MOEX,9,9650000000,21.202,2020
2858,AFKS,MOEX,12,9650000000,28.874,2020
2859,AFKS,MOEX,3,9650000000,34.178,2021
2860,AFKS,MOEX,6,9650000000,31.462,2021
2861,AFKS,MOEX,9,9650000000,26.922,2021
2862,AFKS,MOEX,12,9650000000,23.33,2021
2863,AFKS,MOEX,3,9650000000,13.665,2022
2864,AFKS,MOEX,6,9650000000,14.38,2022
2865,AFKS,MOEX,9,9650000000,10.28,2022
2866,AFKS,MOEX,12,9650000000,11.865,2022
2867,AFKS,MOEX,3,9650000000,14.474,2023
2868,AFKS,MOEX,6,9650000000,17.487,2023
2869,AFKS,MOEX,9,9650000000,17.171,2023
2870,AFKS,MOEX,12,9650000000,16.004,2023
2871,AFKS,MOEX,3,9650000000,22.247,2024
2872,NMTP,MOEX,12,19259815400,3.2441,2011
2873,NMTP,MOEX,3,19259815400,2.9887,2012
2874,NMTP,MOEX,6,19259815400,2.7465,2012
2875,NMTP,MOEX,9,19259815400,2.8127,2012
2876,NMTP,MOEX,12,19259815400,2.8441,2012
2877,NMTP,MOEX,3,19259815400,3.4066,2013
2878,NMTP,MOEX,6,19259815400,2.7864,2013
2879,NMTP,MOEX,9,19259815400,3.4818,2013
2880,NMTP,MOEX,12,19259815400,2.8512,2013
2881,NMTP,MOEX,3,19259815400,2.3104,2014
2882,NMTP,MOEX,6,19259815400,2.2033,2014
2883,NMTP,MOEX,9,19259815400,1.6252,2014
2884,NMTP,MOEX,12,19259815400,1.125,2014
2885,NMTP,MOEX,3,19259815400,1.42,2015
2886,NMTP,MOEX,6,19259815400,1.9,2015
2887,NMTP,MOEX,9,19259815400,3.015,2015
2888,NMTP,MOEX,12,19259815400,3.72,2015
2889,NMTP,MOEX,3,19259815400,3.7,2016
2890,NMTP,MOEX,6,19259815400,4.145,2016
2891,NMTP,MOEX,9,19259815400,5.235,2016
2892,NMTP,MOEX,12,19259815400,6.565,2016
2893,NMTP,MOEX,3,19259815400,6.055,2017
2894,NMTP,MOEX,6,19259815400,7.06,2017
2895,NMTP,MOEX,9,19259815400,8.14,2017
2896,NMTP,MOEX,12,19259815400,7.905,2017
2897,NMTP,MOEX,3,19259815400,7.865,2018
2898,NMTP,MOEX,6,19259815400,6.505,2018
2899,NMTP,MOEX,9,19259815400,6.82,2018
2900,NMTP,MOEX,12,19259815400,6.87,2018
2901,NMTP,MOEX,3,19259815400,7.355,2019
2902,NMTP,MOEX,6,19259815400,7.485,2019
2903,NMTP,MOEX,9,19259815400,8.41,2019
2904,NMTP,MOEX,12,19259815400,8.965,2019
2905,NMTP,MOEX,3,19259815400,8.695,2020
2906,NMTP,MOEX,6,19259815400,10.49,2020
2907,NMTP,MOEX,9,19259815400,8.58,2020
2908,NMTP,MOEX,12,19259815400,8.085,2020
2909,NMTP,MOEX,3,19259815400,7.655,2021
2910,NMTP,MOEX,6,19259815400,6.91,2021
2911,NMTP,MOEX,9,19259815400,7.705,2021
2912,NMTP,MOEX,12,19259815400,6.75,2021
2913,NMTP,MOEX,3,19259815400,5.08,2022
2914,NMTP,MOEX,6,19259815400,5.365,2022
2915,NMTP,MOEX,9,19259815400,3.845,2022
2916,NMTP,MOEX,12,19259815400,4.545,2022
2917,NMTP,MOEX,3,19259815400,6.48,2023
2918,NMTP,MOEX,6,19259815400,9.845,2023
2919,NMTP,MOEX,9,19259815400,13.225,2023
2920,NMTP,MOEX,12,19259815400,11.65,2023
2921,NMTP,MOEX,3,19259815400,12.255,2024
2922,TRMK,MOEX,12,937586094,71.7,2011
2923,TRMK,MOEX,3,937586094,92.08,2012
2924,TRMK,MOEX,6,937586094,86.31,2012
2925,TRMK,MOEX,9,937586094,98.52,2012
2926,TRMK,MOEX,12,937586094,91.6,2012
2927,TRMK,MOEX,3,937586094,83.44,2013
2928,TRMK,MOEX,6,937586094,78.71,2013
2929,TRMK,MOEX,9,937586094,83.07,2013
2930,TRMK,MOEX,12,937586094,93.53,2013
2931,TRMK,MOEX,3,937586094,76.75,2014
2932,TRMK,MOEX,6,937586094,81.94,2014
2933,TRMK,MOEX,9,937586094,87.7,2014
2934,TRMK,MOEX,12,993586094,34.5,2014
2935,TRMK,MOEX,3,993586094,43.1,2015
2936,TRMK,MOEX,6,993586094,58.1,2015
2937,TRMK,MOEX,9,993586094,51.2,2015
2938,TRMK,MOEX,12,993586094,60.7,2015
2939,TRMK,MOEX,3,991907260,51.75,2016
2940,TRMK,MOEX,6,991907260,44.85,2016
2941,TRMK,MOEX,9,1035907260,61.4,2016
2942,TRMK,MOEX,12,1033135366,77.85,2016
2943,TRMK,MOEX,3,1033135366,74.05,2017
2944,TRMK,MOEX,6,1033135366,77.15,2017
2945,TRMK,MOEX,9,1033135366,68.48,2017
2946,TRMK,MOEX,12,1033135366,74.04,2017
2947,TRMK,MOEX,3,1033135366,82.1,2018
2948,TRMK,MOEX,6,1033135366,76.6,2018
2949,TRMK,MOEX,9,1033135366,68.15,2018
2950,TRMK,MOEX,12,1033135366,53.7,2018
2951,TRMK,MOEX,3,1033135366,57.34,2019
2952,TRMK,MOEX,6,1033135366,60.2,2019
2953,TRMK,MOEX,9,1033135366,55.98,2019
2954,TRMK,MOEX,12,1033135366,58.26,2019
2955,TRMK,MOEX,3,1033135366,42.06,2020
2956,TRMK,MOEX,6,1033135366,60.02,2020
2957,TRMK,MOEX,9,1033135366,60.92,2020
2958,TRMK,MOEX,12,1033135366,61.52,2020
2959,TRMK,MOEX,3,1033135366,80.1,2021
2960,TRMK,MOEX,6,1033135366,68.02,2021
2961,TRMK,MOEX,9,1033135366,93.2,2021
2962,TRMK,MOEX,12,1033135366,72.9,2021
2963,TRMK,MOEX,3,1033135366,66.92,2022
2964,TRMK,MOEX,6,1033135366,55.86,2022
2965,TRMK,MOEX,9,1033135366,60.74,2022
2966,TRMK,MOEX,12,1033135366,82.7,2022
2967,TRMK,MOEX,3,1033135366,100.04,2023
2968,TRMK,MOEX,6,1033135366,169.64,2023
2969,TRMK,MOEX,9,1033135366,222.14,2023
2970,TRMK,MOEX,12,1033135366,197.46,2023
2971,TRMK,MOEX,3,1033135366,217.42,2024
2972,SMLT,MOEX,6,60000400,969.0,2019
2973,SMLT,MOEX,12,60000400,969.0,2019
2974,SMLT,MOEX,3,60000400,969.0,2020
2975,SMLT,MOEX,6,60000400,969.0,2020
2976,SMLT,MOEX,9,60000400,969.0,2020
2977,SMLT,MOEX,12,61579358,953.8,2020
2978,SMLT,MOEX,3,61579358,1252.6,2021
2979,SMLT,MOEX,6,61579358,1676.6,2021
2980,SMLT,MOEX,9,61579358,4870.6,2021
2981,SMLT,MOEX,12,61579358,4865.2,2021
2982,SMLT,MOEX,3,61579358,3079.5,2022
2983,SMLT,MOEX,6,61579358,2645.5,2022
2984,SMLT,MOEX,9,61579358,2040.5,2022
2985,SMLT,MOEX,12,61579358,2418.0,2022
2986,SMLT,MOEX,3,61579358,2608.0,2023
2987,SMLT,MOEX,6,61579358,3082.0,2023
2988,SMLT,MOEX,9,61579358,3796.5,2023
2989,SMLT,MOEX,12,61579358,3950.5,2023
2990,SMLT,MOEX,3,61579358,3573.0,2024
2991,AGRO,MOEX,12,120000000,280.0,2014
2992,AGRO,MOEX,3,120000000,349.95,2015
2993,AGRO,MOEX,6,120000000,463.0,2015
2994,AGRO,MOEX,9,120000000,553.0,2015
2995,AGRO,MOEX,12,120000000,995.0,2015
2996,AGRO,MOEX,3,120000000,1153.0,2016
2997,AGRO,MOEX,6,136666665,948.0,2016
2998,AGRO,MOEX,9,136666665,835.0,2016
2999,AGRO,MOEX,12,136666665,804.0,2016
3000,AGRO,MOEX,3,136666665,697.0,2017
3001,AGRO,MOEX,6,136666665,688.0,2017
3002,AGRO,MOEX,9,136666665,713.0,2017
3003,AGRO,MOEX,12,136666665,568.5,2017
3004,AGRO,MOEX,3,136666665,600.0,2018
3005,AGRO,MOEX,6,136666665,680.0,2018
3006,AGRO,MOEX,9,136666665,674.5,2018
3007,AGRO,MOEX,12,136666665,791.5,2018
3008,AGRO,MOEX,3,136666665,752.0,2019
3009,AGRO,MOEX,6,136666665,741.4,2019
3010,AGRO,MOEX,9,136667000,697.2,2019
3011,AGRO,MOEX,12,136667000,644.8,2019
3012,AGRO,MOEX,3,136667000,575.4,2020
3013,AGRO,MOEX,6,136666665,644.2,2020
3014,AGRO,MOEX,9,136666665,744.4,2020
3015,AGRO,MOEX,12,136666665,837.0,2020
3016,AGRO,MOEX,3,136666665,915.4,2021
3017,AGRO,MOEX,6,136666665,1001.4,2021
3018,AGRO,MOEX,9,136666665,1080.0,2021
3019,AGRO,MOEX,12,136666665,1173.0,2021
3020,AGRO,MOEX,3,136666665,1083.0,2022
3021,AGRO,MOEX,6,136666665,863.8,2022
3022,AGRO,MOEX,9,136666665,711.0,2022
3023,AGRO,MOEX,12,136666665,660.8,2022
3024,AGRO,MOEX,3,136666665,717.4,2023
3025,AGRO,MOEX,6,136666665,975.0,2023
3026,AGRO,MOEX,9,136666665,1190.8,2023
3027,AGRO,MOEX,12,136666665,1331.8,2023
3028,AGRO,MOEX,3,136666665,1422.6,2024
3029,LSNGP,MOEX,12,93264311,21.737,2011
3030,LSNG,MOEX,12,926021679,9.84,2011
3031,LSNG,MOEX,3,926021679,10.401,2012
3032,LSNGP,MOEX,3,93264311,23.409,2012
3033,LSNG,MOEX,6,926021679,6.606,2012
3034,LSNGP,MOEX,6,93264311,16.599,2012
3035,LSNGP,MOEX,9,93264311,18.089,2012
3036,LSNG,MOEX,9,926021679,6.994,2012
3037,LSNGP,MOEX,12,93264311,17.375,2012
3038,LSNG,MOEX,12,926021679,6.603,2012
3039,LSNGP,MOEX,3,93264311,13.055,2013
3040,LSNG,MOEX,3,1135061313,5.899,2013
3041,LSNGP,MOEX,6,93264311,12.015,2013
3042,LSNG,MOEX,6,1135061313,4.563,2013
3043,LSNG,MOEX,9,1135061313,3.271,2013
3044,LSNGP,MOEX,9,93264311,11.93,2013
3045,LSNG,MOEX,12,1135061313,2.371,2013
3046,LSNGP,MOEX,12,93264311,11.264,2013
3047,LSNGP,MOEX,3,93264311,13.791,2014
3048,LSNG,MOEX,3,1135061313,2.248,2014
3049,LSNGP,MOEX,6,93264311,14.653,2014
3050,LSNG,MOEX,6,1135061313,2.794,2014
3051,LSNGP,MOEX,9,93264311,14.452,2014
3052,LSNG,MOEX,9,1135061313,2.436,2014
3053,LSNG,MOEX,12,1135061313,1.77,2014
3054,LSNGP,MOEX,12,93264311,11.25,2014
3055,LSNG,MOEX,3,1658814839,2.23,2015
3056,LSNGP,MOEX,3,93264311,10.15,2015
3057,LSNGP,MOEX,6,93264311,11.6,2015
3058,LSNG,MOEX,6,1658814839,2.915,2015
